,title,description,return,sentiment
3/10/2020 13:00,Autodesk Construction Cloud Increases Industry Footprint with Growing Customer Adoption and Expanded Global Team,"Autodesk, Inc. (Nasdaq: ADSK) today announced Autodesk Construction Cloud™ is gaining traction with owners, general contractors and subcontractors across the construction industry. Since launching in November 2019, Autodesk Construction Cloud has seen signifi…",4.95,
3/10/2020 13:00,New Study from FMI and Autodesk Finds Construction Organizations with the Highest Levels of Trust Perform Twice as Well on Crucial Business Metrics,"Autodesk, Inc. (NASDAQ: ADSK), in partnership with management consulting firm FMI Corporation, today released findings from an industry study, ""Trust Matters: The High Cost of Low Trust."" The study measured the costs and benefits of different levels of trust …",4.95,
3/10/2020 13:20,POLITICO Playbook PM: Trump's payroll tax cut falls flat on Hill - Politico,"POLITICO Playbook PM: Trump's payroll tax cut falls flat on Hill Politico Trump pitched 0% payroll tax rate for the rest of the year, White House official says CNBC Trump meets with GOP lawmakers on proposed payroll tax cut amid coronavirus concerns CBS News …",4.95,
3/10/2020 13:57,Pattern Energy Stockholders Approve Canada Pension Plan Investment Board Merger Agreement,"Pattern Energy Group Inc. (Nasdaq and TSX: PEGI) (""Pattern Energy"" or ""the Company"") today announced that its stockholders voted to approve the Company's pending merger transaction (the ""Transaction"") with Canada Pension Plan Investment Board (""CPP Investment…",4.95,
3/10/2020 13:58,Take-Two Interactive Returns to Football With NFL Partnership,"The maker of ""NBA 2K"" is planning to release its first football gaming experience in more than 10 years in calendar 2021.",4.95,
3/10/2020 13:59,Shareholder Update on Treatment for Coronavirus Optioned by Spherix,Spherix Incorporated (Nasdaq: SPEX) today provided an update on the recently announced treatment for Coronavirus technology optioned by the Company.,4.95,
3/10/2020 13:59,Great Panther: Troubled Outlook For Tucano,"GPL's FY 2019 gold equivalent production has nearly tripled on a y/y basis.The company posts an unwelcome resource estimate for its key gold mine, Tucano.This resulted in depressing price performance despite gradual growth in gold and silver prices.GPL is a h…",4.95,
3/10/2020 14:10,Spherix Announces Closing of $5.75 Million Registered Direct Offering Priced At-the-Market,"Spherix Incorporated (SPEX) (""Spherix"" or the ""Company""), a technology development company committed to the fostering of innovative ideas, announced today the closing of its previously announced registered direct offering with several institutional investors …",4.95,
3/10/2020 14:25,AcelRx Announces Confirmed Timing of Department of Defense Milestone C Meeting for April,"AcelRx Pharmaceuticals, Inc. (NASDAQ: ACRX) (AcelRx), a specialty pharmaceutical company focused on the development and commercialization of innovative therapies for use in healthcare institutions, today announced confirmation that the Department of Defense M…",4.95,
3/10/2020 14:30,"2020 Future Leaders Awards winners hail from PepsiCo, PopSugar and Allbirds","2020 Future Leader Awards, which recognize the next generation of leaders across media and marketing, fashion, beauty and retail, go to Mike Jeong of PepsiCo, Gwendolyn Rahn of PopSugar and Hana Kajimura of Allbirds. The post 2020 Future Leaders Awards winner…",4.95,
3/10/2020 15:27,Highly-Leveraged Nasdaq ETF Jumps 11% in Beaten-Down Stock Rally,"(Bloomberg) -- Amid crazy high market volatility, Tuesday’s stock rally lifted some of the hardest-hit exchange-traded funds.Stocks rebounded from the worst sell-off since 2008 on bets the Trump administration will unveil stimulus measures to combat the impac…",4.95,
3/10/2020 15:45,"ROSEN, A GLOBALLY RECOGNIZED FIRM, Announces Filing of Securities Class Action Lawsuit Against Tilray, Inc. - TLRY","Rosen Law Firm, a global investor rights law firm, announces the filing of a class action lawsuit on behalf of purchasers of the securities of Tilray, Inc. (NASDAQ: TLRY) between January 15, 2019 and March 2, 2020, inclusive (the ""Class Period""). The lawsuit …",4.95,
3/10/2020 16:01,Interface Declares Regular Quarterly Dividend,"Interface, Inc. (Nasdaq: TILE), a worldwide modular flooring company and global leader in sustainability, today announced that its Board of Directors has declared a regular quarterly cash dividend of $0.065 per share, payable April 10, 2020 to shareholders of…",4.95,
3/10/2020 16:04,Stocks surge 4% after Wall Street's worst day since 2008,"The stock market closed up more than 4% on Tuesday, recovering half of the losses from Monday's sell-off. Between the lines: The Trump administration signaled it will work with Congress to try to shore up the economy amid concerns about the effects of the spr…",4.95,
3/10/2020 16:05,Turtle Beach Reports Fourth Quarter And Full Year 2019 Results,"Turtle Beach Corporation (Nasdaq: HEAR), a leading gaming audio and accessory brand, reported financial results for the fourth quarter and full year ended December 31, 2019.",4.95,
3/10/2020 16:05,Weyco Reports Fourth Quarter And Full Year 2019 Results,"Weyco Group, Inc. (NASDAQ: WEYS) (the ""Company"") today announced financial results for the quarter and year ended December 31, 2019.",4.95,
3/10/2020 16:11,BofA Downgrades 14 Oil And Gas Stocks In Face Of Oil Price War,"Plummeting oil prices and uncertainty around the oil market in the midst of a price war between two big producing nations led Bank of America to downgrade nearly every stock in the sector that it didn't already rate Underperform, dropping the outlook on 14 st…",4.95,
3/10/2020 16:30,Origin Agritech Received a Non-Compliance Notification from NASDAQ,"Origin Agritech Ltd. (NASDAQ: SEED) (the ""Company"" or ""Origin""), an agriculture technology and rural e-commerce company, today announced that on March 6, 2020 (the ""Notice Date""), the Company received a letter from the NASDAQ Stock Market (""NASDAQ"") notifying…",4.95,
3/10/2020 16:34,"Government Officials, Central Bankers in Panic Mode Over Stock Market Bubble",Economist warns next recession will be worse than 2008,4.95,
3/10/2020 16:36,Proteostasis Therapeutics Reports Fourth Quarter and Year-End 2019 Financial Results and Provides Corporate Update,"Proteostasis Therapeutics, Inc. (Nasdaq: PTI), a clinical stage biopharmaceutical company dedicated to the discovery and development of groundbreaking therapies to treat cystic fibrosis (CF) through theratyping, today announced financial results for the fourt…",4.95,
3/10/2020 16:42,Nasdaq short interest up 0.3% in late February,"Short interest on the Nasdaq rose 0.3% in late February, the exchange said on Tuesday.",4.95,
3/10/2020 17:03,Stock Market Wrap-Up: Cypress Semiconductor Deal Approved; Inovio Fights Back,The stock market regained considerable ground Tuesday.,4.95,
3/10/2020 17:04,Elon Musk Announces 1 Million Teslas Produced,"Tesla's stock has proven reliable to investors, as it steadily grows in line with rising demand for electric cars. However, few companies are entirely unscathed by the Coronavirus pandemic and Tesla is no exception, though a recent announcement from CEO Elon …",4.95,
3/10/2020 17:09,North American stock markets partially rebound on stimulus hope and higher crude - CTV News,"North American stock markets partially rebound on stimulus hope and higher crude CTV News As the TSX tanked, this was the only stock that stayed in the green Yahoo Canada Finance Buffett Indicator: How Much Further Will the TSX Stock Market Crash? The Motley …",4.95,
3/10/2020 17:16,"Turbulent trading leads to market gains as stocks recover, SaaS lags","Sometimes, it takes only the promise of a massive government bailout to put that rose-colored filter on the effluent sandwich of today's economic realities. The final results in less turbulent times would be more shocking, but today the Dow Jones Industrial A…",4.95,
3/10/2020 17:16,"Turbulent trading leads to market gains as stocks recover, SaaS lags","Sometimes, it takes only the promise of a massive government bailout to put that rose-colored filter on the effluent sandwich of today's economic realities. The final results in less turbulent times would be more shocking, but today the Dow Jones Industrial A…",4.95,
3/10/2020 17:17,Why Teekay Stock Gained Back 45% Today,This oil tanker is sitting pretty in a market primed to boost demand for oil.,4.95,
3/10/2020 17:19,CANAAN INC. INVESTOR ALERT: Wolf Haldenstein Adler Freeman & Herz LLP announces that a securities class action has been filed in the United States District Court for the District of Oregon against Canaan Inc.,"Wolf Haldenstein Adler Freeman & Herz LLP announces that a federal securities class action lawsuit has been filed in the United States District Court for the District of Oregon on behalf of purchasers of the American Depositary Receipts (""ADR's"") of Canaan In…",4.95,
3/10/2020 17:19,"Tech stocks have taken a beating. Here's how longtime tech investors are deciding which tech firms are bargains that will weather the storm, and which companies are in trouble. (AAPL, AMZN, FB, GOOGL, NFLX, CRM, ZM, WORK)",The broad market sell off in recent weeks has hit tech stock about as hard as the shares of other companies. Longtime investors and analysts say that's created some good opportunities to buy shares in some of the leading names in the sector. Many tech stock w…,4.95,
3/10/2020 17:23,Brooks Automation Announces Realignment of its Life Sciences Segment,"Brooks Automation, Inc. (Nasdaq: BRKS), announced today new leadership appointments and a realignment of its Life Sciences business organization to enhance capabilities and provide for optimal growth and efficiency.",4.95,
3/10/2020 17:24,How Close Are Biotechs To Bringing A COVID-19 Treatment To Market?,The COVID-19 virus has sent the market and the global economy into a tailspin. The Organisation for Economic Co-operation and Development slashed its global growth forecast for 2020 Monday by 0.5 points to 2.5% versus already-weak 2.9% growth in 2019.Global b…,4.95,
3/10/2020 17:30,"SHAREHOLDER ALERT: WeissLaw LLP Investigates Willis Towers Watson, Plc","WeissLaw LLP is investigating possible breaches of fiduciary duty and other violations of law by the Board of Directors of Willis Towers Watson, Plc (""WLTW"" or the ""Company"") (NASDAQ: WLTW) in connection with the proposed acquisition of the Company by Aon Plc…",4.95,
3/10/2020 17:30,Ballard Establishes ATM Equity Program,"Ballard Power Systems (NASDAQ: BLDP; TSX: BLDP) (""Ballard"" or the ""Company"") today announced that it has entered into an at-the-market Equity Distribution Agreement (the ""Equity Distribution Agreement"") with BMO Capital Markets Corp. (""BMO"") as lead agent and…",4.95,
3/10/2020 18:58,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Gulfport Energy Corporation - GPOR,"Pomerantz LLP is investigating claims on behalf of investors of Gulfport Energy Corporation (""Gulfport"" or the ""Company"") (NASDAQ: GPOR). Such investors are advised to contact Robert S. Willoughby at rswilloughby@pomlaw.com or 888-476-6529, ext. 9980.",4.95,
3/10/2020 19:08,Market Snapshot: Stock futures slide after Tuesday’s rebound,"U.S. stock futures slid late Tuesday, suggesting more losses when trading begins Wednesday, following two roller-coaster days on Wall Street.",4.95,
3/10/2020 19:15,"AudioCodes, GoDaddy Among 30-Plus New Stocks On IBD Watchlists - Investor's Business Daily",Find out which top-rated stocks have just earned a spot on IBD’s lists of the best growth stocks.,4.95,
